name,team,opponent_team,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Thomas Strakosha,Brentford,Aston Villa,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,False,Chelsea,-4.41,0.0,0
Thomas Strakosha,Brentford,Chelsea,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,True,Nottingham Forest,-0.34,0.0,0
Thomas Strakosha,Brentford,Nottingham Forest,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,False,Liverpool,3.48,0.0,0
Thomas Strakosha,Brentford,Liverpool,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,True,West Ham,-1.97,0.0,0
Thomas Strakosha,Brentford,West Ham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,False,Tottenham,2.11,0.0,0
Thomas Strakosha,Brentford,Tottenham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,True,Manchester City,1.02,0.0,0
Thomas Strakosha,Brentford,Manchester City,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,True,Everton,0.56,0.0,0
Thomas Strakosha,Brentford,Everton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,False,Crystal Palace,1.07,0.0,0
Thomas Strakosha,Brentford,Crystal Palace,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,True,Leicester City,-0.73,0.0,0
Thomas Strakosha,Brentford,Leicester City,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,True,Arsenal,0.17,0.0,0
Thomas Strakosha,Brentford,Arsenal,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,False,Bournemouth,0.55,0.0,0
Thomas Strakosha,Brentford,Bournemouth,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0,Brentford,True,Tottenham,-0.38,0.0,0
