name,team,opponent_team,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Kasper Schmeichel,Leicester,Nottingham Forest,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Brighton,-0.74,0.0,0
Kasper Schmeichel,Leicester,Brighton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Aston Villa,-0.96,0.0,0
Kasper Schmeichel,Leicester,Aston Villa,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Tottenham,3.95,0.0,0
Kasper Schmeichel,Leicester,Tottenham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Manchester United,0.11,0.0,0
Kasper Schmeichel,Leicester,Manchester United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Arsenal,-1.32,0.0,0
Kasper Schmeichel,Leicester,Arsenal,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Southampton,-3.27,0.0,0
Kasper Schmeichel,Leicester,Southampton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Chelsea,-2.98,0.0,0
Kasper Schmeichel,Leicester,Chelsea,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Brentford,-4.9,0.0,0
Kasper Schmeichel,Leicester,Brentford,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Crystal Palace,2.07,0.0,0
Kasper Schmeichel,Leicester,Crystal Palace,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Aston Villa,-0.34,0.0,0
Kasper Schmeichel,Leicester,Aston Villa,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Southampton,1.76,0.0,0
Kasper Schmeichel,Leicester,Southampton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Bournemouth,,0.0,0
Kasper Schmeichel,Leicester,Bournemouth,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Manchester City,1.46,0.0,0
Kasper Schmeichel,Leicester,Manchester City,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Wolverhampton,-1.75,0.0,0
Kasper Schmeichel,Leicester,Wolverhampton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Leicester City,1.46,0.0,0
Kasper Schmeichel,Leicester,Leicester City,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Everton,4.46,0.0,0
Kasper Schmeichel,Leicester,Everton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Fulham,,0.0,0
Kasper Schmeichel,Leicester,Fulham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Liverpool,-0.21,0.0,0
Kasper Schmeichel,Leicester,Liverpool,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Newcastle United,1.84,0.0,0
Kasper Schmeichel,Leicester,Newcastle United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,West Ham,-0.48,0.0,0
Kasper Schmeichel,Leicester,West Ham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Chelsea,-5.34,0.0,0
Kasper Schmeichel,Leicester,Chelsea,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Manchester United,-2.56,0.0,0
Kasper Schmeichel,Leicester,Manchester United,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Brighton,-2.14,0.0,0
Kasper Schmeichel,Leicester,Brighton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Tottenham,3.38,0.0,0
Kasper Schmeichel,Leicester,Tottenham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Nottingham Forest,,0.0,0
Kasper Schmeichel,Leicester,Nottingham Forest,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,,Nott'm Forest,False,Bournemouth,0.9,0.0,0
