h_a,xG,xGA,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,time
h,2.38425,2.08098,2.08098,"{'att': 111, 'def': 17}","{'att': 245, 'def': 35}",9.0,3.0,2.0,2.0,1.5887000000000002,d,2024-02-17 15:00:00,0.0,1.0,0.0,1.0,-0.4578999999999997,
a,0.217373,2.59336,2.59336,"{'att': 267, 'def': 10}","{'att': 282, 'def': 31}",4.0,17.0,1.0,4.0,0.0844,l,2024-02-24 20:00:00,0.0,0.0,1.0,0.0,-2.3759870000000003,
h,3.33495,0.507769,0.507769,"{'att': 331, 'def': 31}","{'att': 265, 'def': 18}",8.0,5.0,3.0,0.0,2.8959,w,2024-03-02 15:00:00,1.0,0.0,0.0,3.0,2.827181,
a,0.568435,1.78315,1.78315,"{'att': 258, 'def': 19}","{'att': 295, 'def': 23}",8.0,4.0,2.0,3.0,0.3675,l,2024-03-11 20:00:00,0.0,0.0,1.0,0.0,-1.214715,
h,3.80922,0.994584,0.994584,"{'att': 163, 'def': 24}","{'att': 248, 'def': 19}",16.0,3.0,4.0,3.0,2.8030000000000004,w,2024-03-30 12:30:00,1.0,0.0,0.0,3.0,1.292296,
h,2.65009,1.69834,0.937167,"{'att': 183, 'def': 17}","{'att': 285, 'def': 20}",11.0,6.0,1.0,1.0,2.0467,d,2024-04-02 18:30:00,0.0,1.0,0.0,1.0,1.712923,
a,1.18012,0.834564,0.834564,"{'att': 307, 'def': 23}","{'att': 144, 'def': 25}",7.0,11.0,1.0,0.0,1.6665,w,2024-04-06 14:00:00,1.0,0.0,0.0,3.0,0.3455560000000001,
h,3.1483,0.737596,0.737596,"{'att': 239, 'def': 26}","{'att': 74, 'def': 23}",8.0,6.0,4.0,0.0,2.7365999999999997,w,2024-04-13 11:30:00,1.0,0.0,0.0,3.0,2.410704,
a,0.55129,1.43661,1.43661,"{'att': 193, 'def': 28}","{'att': 281, 'def': 34}",4.0,6.0,0.0,2.0,0.6273,l,2024-04-24 19:00:00,0.0,0.0,1.0,0.0,-0.88532,
h,2.93477,1.82408,1.82408,"{'att': 214, 'def': 26}","{'att': 294, 'def': 20}",18.0,4.0,5.0,1.0,2.0884,w,2024-04-27 14:00:00,1.0,0.0,0.0,3.0,0.3495300000000001,
a,4.25643,1.28632,1.28632,"{'att': 201, 'def': 22}","{'att': 248, 'def': 21}",18.0,5.0,4.0,1.0,2.845,w,2024-05-04 14:00:00,1.0,0.0,0.0,3.0,2.20894,
h,2.45163,1.91556,1.91556,"{'att': 241, 'def': 18}","{'att': 311, 'def': 24}",12.0,7.0,1.0,1.0,1.7292,d,2024-05-11 14:00:00,0.0,1.0,0.0,1.0,0.5360700000000003,
a,2.27657,1.49706,1.49706,"{'att': 173, 'def': 11}","{'att': 224, 'def': 24}",6.0,11.0,2.0,3.0,1.9048,l,2024-05-15 19:00:00,0.0,0.0,1.0,0.0,0.7795099999999999,
a,3.65044,1.70157,1.70157,"{'att': 257, 'def': 23}","{'att': 167, 'def': 22}",12.0,5.0,4.0,2.0,2.5234000000000005,w,2024-05-19 15:00:00,1.0,0.0,0.0,3.0,1.94887,
,84.47785199999998,,,,,,,,,,,,,,,,,
,84.47785199999998,,,,,,,,,,,,,,,,,0.0
