name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded
Cameron Plain,Bournemouth,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,1915,0.0,0,0.0,0.0,0.0,0.0,Bournemouth,False,Leeds United,,-0.8,,,
Cameron Plain,Bournemouth,Leeds United,,False,0,0,0.0,0,0,0,0,0,,0,1821,0.0,0,0.0,0.0,0.0,0.0,Bournemouth,False,Tottenham,,-0.03,,,
Cameron Plain,Bournemouth,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,1835,0.0,0,0.0,0.0,0.0,0.0,Bournemouth,True,West Ham,,0.63,,,
Cameron Plain,Bournemouth,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,1845,0.0,0,0.0,0.0,0.0,0.0,Bournemouth,False,Southampton,,-1.07,,,
Cameron Plain,Bournemouth,Southampton,,False,0,0,0.0,0,0,0,0,0,,0,1822,0.0,0,0.0,0.0,0.0,0.0,Bournemouth,True,Leicester City,,0.83,,,
Cameron Plain,Bournemouth,Leicester City,,True,0,0,0.0,0,0,0,0,0,,0,1889,0.0,0,0.0,0.0,0.0,0.0,Bournemouth,True,Chelsea,,-0.25,,,
Cameron Plain,Bournemouth,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,2021,0.0,0,0.0,0.0,0.0,0.0,Bournemouth,False,Crystal Palace,,0.13,,,
Cameron Plain,Bournemouth,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,2018,0.0,0,0.0,0.0,0.0,0.0,Bournemouth,True,Manchester United,,0.38,,,
Cameron Plain,Bournemouth,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,2285,0.0,0,0.0,0.0,0.0,0.0,Bournemouth,False,Everton,,-0.63,,,
Alphonse Areola,West Ham,Manchester City,2022-08-07,True,61,2,0.0,0,0,1,0,0,0.0,0,109416,1.0,0,61.0,0.0,0.0,0.0,West Ham,False,Nottingham Forest,,,0.0,2.0,0.0
Alphonse Areola,West Ham,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,144192,0.5,0,30.5,0.0,0.0,0.0,West Ham,True,Brighton,,-0.71,0.0,2.0,0.0
Alphonse Areola,West Ham,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,134155,0.33,0,20.33,0.0,0.0,0.0,West Ham,False,Aston Villa,,0.59,0.0,2.0,0.0
Alphonse Areola,West Ham,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,126965,0.25,0,15.25,0.0,0.0,0.0,West Ham,True,Tottenham,,1.07,0.0,2.0,0.0
Alphonse Areola,West Ham,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,122189,0.2,0,12.2,0.0,0.0,0.0,West Ham,False,Chelsea,,-0.72,0.0,2.0,0.0
Alphonse Areola,West Ham,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,120092,0.0,0,10.17,0.0,0.0,0.0,West Ham,False,Everton,,-0.63,0.0,2.0,0.0
Alphonse Areola,West Ham,Everton,,False,0,0,0.0,0,0,0,0,0,,0,119046,0.0,0,8.71,0.0,0.0,0.0,West Ham,True,Wolverhampton,,-0.48,0.0,2.0,0.0
Alphonse Areola,West Ham,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,118454,0.0,0,7.62,0.0,0.0,0.0,West Ham,True,Fulham,,-0.3,0.0,2.0,0.0
Alphonse Areola,West Ham,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,117386,0.0,0,6.78,0.0,0.0,0.0,West Ham,False,Southampton,,-1.07,0.0,2.0,0.0
Alphonse Areola,West Ham,Southampton,,False,0,0,0.0,0,0,0,0,0,,0,116108,0.0,0,6.1,0.0,0.0,0.0,West Ham,False,Liverpool,,-1.33,0.0,2.0,0.0
Alphonse Areola,West Ham,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,113578,0.0,0,5.55,0.0,0.0,0.0,West Ham,True,Bournemouth,,1.46,0.0,2.0,0.0
Alphonse Areola,West Ham,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,113081,0.0,0,5.08,0.0,0.0,1.0,West Ham,False,Manchester United,,-0.1,0.0,2.0,0.0
Alphonse Areola,West Ham,Manchester United,2022-10-30,False,45,0,0.0,0,0,1,0,0,0.0,0,111657,0.2,0,8.15,0.0,0.0,0.0,West Ham,True,Crystal Palace,,0.81,0.0,2.0,0.0
Alphonse Areola,West Ham,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,113113,0.2,0,7.57,0.0,0.0,0.0,West Ham,True,Leeds United,,-0.79,0.0,2.0,0.0
Alphonse Areola,West Ham,Leeds United,,True,0,0,0.0,0,0,0,0,0,,0,112406,0.2,0,7.07,0.0,0.0,0.0,West Ham,False,Arsenal,,-0.0,0.0,2.0,0.0
Alphonse Areola,West Ham,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,110123,0.2,0,6.62,0.0,0.0,0.0,West Ham,True,Brentford,,0.69,0.0,2.0,0.0
Alphonse Areola,West Ham,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,109707,0.2,0,6.24,0.0,0.0,0.0,West Ham,False,Leicester City,,-0.05,0.0,2.0,0.0
Alphonse Areola,West Ham,Leicester City,,False,0,0,0.0,0,0,0,0,0,,0,108947,0.0,0,5.89,0.0,0.0,0.0,West Ham,False,Wolverhampton,,-0.46,0.0,2.0,0.0
Alphonse Areola,West Ham,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,106548,0.0,0,5.58,0.0,0.0,0.0,West Ham,True,Everton,,0.34,0.0,2.0,0.0
Alphonse Areola,West Ham,Everton,,True,0,0,0.0,0,0,0,0,0,,0,104031,0.0,0,5.3,0.0,0.0,0.0,West Ham,False,Newcastle United,,-0.34,0.0,2.0,0.0
Alphonse Areola,West Ham,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,103444,0.0,0,5.05,0.0,0.0,0.0,West Ham,True,Chelsea,,-0.25,0.0,2.0,0.0
Alphonse Areola,West Ham,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,101796,0.0,0,4.82,0.0,0.0,0.0,West Ham,False,Tottenham,,-0.03,0.0,2.0,0.0
Alphonse Areola,West Ham,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,100336,0.0,0,4.61,0.0,0.0,1.0,West Ham,True,Nottingham Forest,,,0.0,2.0,0.0
Alphonse Areola,West Ham,Nottingham Forest,2023-02-25,True,21,0,0.19,1,0,1,0,0,0.0,0,99333,0.2,0,5.29,0.0,0.33,1.0,West Ham,False,Brighton,,-0.39,0.0,2.0,0.0
Alphonse Areola,West Ham,Brighton,2023-03-04,False,90,4,3.56,5,0,1,0,0,0.0,1,102309,0.4,0,8.68,0.0,1.5,3.0,West Ham,True,Aston Villa,,0.55,0.0,2.0,0.0
Alphonse Areola,West Ham,Aston Villa,2023-03-12,True,90,1,1.58,3,0,3,0,0,0.0,1,102058,1.0,0,11.81,0.0,1.8,0.0,West Ham,True,Southampton,,-0.38,0.0,2.0,0.0
Alphonse Areola,West Ham,Southampton,,True,0,0,0.0,0,0,0,0,0,,0,108546,1.0,0,11.37,0.0,1.8,0.0,West Ham,True,Newcastle United,,0.73,0.0,2.0,0.0
Alphonse Areola,West Ham,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,108546,1.0,0,10.96,0.0,1.8,0.0,West Ham,False,Fulham,,1.37,0.0,2.0,0.0
Alphonse Areola,West Ham,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,105576,0.8,0,10.59,0.0,1.8,0.0,West Ham,True,Arsenal,,0.36,0.0,2.0,0.0
Alphonse Areola,West Ham,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,104665,0.6,0,10.23,0.0,1.8,0.0,West Ham,False,Bournemouth,,0.19,0.0,2.0,0.0
Alphonse Areola,West Ham,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,103413,0.0,0,9.9,0.0,1.8,0.0,West Ham,True,Liverpool,,-0.53,0.0,2.0,0.0
Alphonse Areola,West Ham,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,103710,0.0,0,9.59,0.0,1.8,0.0,West Ham,False,Crystal Palace,,0.13,0.0,2.0,0.0
Alphonse Areola,West Ham,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,103013,0.0,0,9.3,0.0,1.8,0.0,West Ham,False,Manchester City,,-1.26,0.0,2.0,0.0
Alphonse Areola,West Ham,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,103013,0.0,0,9.03,0.0,1.8,0.0,West Ham,True,Manchester United,,0.38,0.0,2.0,0.0
Alphonse Areola,West Ham,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,102671,0.0,0,8.77,0.0,1.8,0.0,West Ham,False,Brentford,,-0.55,0.0,2.0,0.0
Alphonse Areola,West Ham,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,102491,0.0,0,8.53,0.0,1.8,0.0,West Ham,True,Leicester City,,0.83,0.0,2.0,0.0
Alphonse Areola,West Ham,Leicester City,,True,0,0,0.0,0,0,0,0,0,,0,102389,0.0,0,8.3,0.0,1.8,0.0,West Ham,False,Leeds United,,-0.8,0.0,2.0,0.0
Andy Lonergan,Everton,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,Everton,True,Newcastle United,,0.73,0.0,0.0,0.0
Andy Lonergan,Everton,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,33,0.0,0,0.0,0.0,0.0,0.0,Everton,False,Leeds United,,-0.8,0.0,0.0,0.0
Andy Lonergan,Everton,Leeds United,,False,0,0,0.0,0,0,0,0,0,,0,84,0.0,0,0.0,0.0,0.0,0.0,Everton,False,Brighton,,-0.39,0.0,0.0,0.0
Andy Lonergan,Everton,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,111,0.0,0,0.0,0.0,0.0,0.0,Everton,True,Manchester City,,-1.17,0.0,0.0,0.0
Andy Lonergan,Everton,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,134,0.0,0,0.0,0.0,0.0,0.0,Everton,False,Wolverhampton,,-0.46,0.0,0.0,0.0
Andy Lonergan,Everton,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,186,0.0,0,0.0,0.0,0.0,0.0,Everton,True,Bournemouth,,1.46,0.0,0.0,0.0
Brandon Austin,Spurs,Southampton,,True,0,0,0.0,0,0,0,0,0,,0,27621,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Chelsea,,-0.72,0.0,0.0,0.0
Brandon Austin,Spurs,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,31728,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Wolverhampton,,-0.48,0.0,0.0,0.0
Brandon Austin,Spurs,Wolverhampton,2022-08-20,True,0,0,0.0,0,0,0,0,0,0.05,0,33249,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Nottingham Forest,,,0.0,0.0,0.0
Brandon Austin,Spurs,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,33341,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,West Ham,,0.14,0.0,0.0,0.0
Brandon Austin,Spurs,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,33072,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Fulham,,-0.3,0.0,0.0,0.0
Brandon Austin,Spurs,Fulham,2022-09-03,True,0,0,0.0,0,0,0,0,0,0.0,0,32890,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Leeds United,,-0.79,0.0,0.0,0.0
Brandon Austin,Spurs,Leeds United,,True,0,0,0.0,0,0,0,0,0,,0,32036,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Arsenal,,-0.0,0.0,0.0,0.0
Brandon Austin,Spurs,Arsenal,2022-10-01,False,0,0,0.0,0,0,0,0,0,0.14,0,32345,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Brighton,,-0.39,0.0,0.0,0.0
Brandon Austin,Spurs,Brighton,2022-10-08,False,0,0,0.0,0,0,0,0,0,0.07,0,32234,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Everton,,0.34,0.0,0.0,0.0
Brandon Austin,Spurs,Everton,,True,0,0,0.0,0,0,0,0,0,,0,32037,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Manchester United,,-0.1,0.0,0.0,0.0
Brandon Austin,Spurs,Manchester United,2022-10-19,False,0,0,0.0,0,0,0,0,0,0.11,0,31380,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Newcastle United,,0.73,0.0,0.0,0.0
Brandon Austin,Spurs,Newcastle United,2022-10-23,True,0,0,0.0,0,0,0,0,0,0.0,0,31371,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Bournemouth,,0.19,0.0,0.0,0.0
Brandon Austin,Spurs,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,31089,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Liverpool,,-0.53,0.0,0.0,0.0
Brandon Austin,Spurs,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,31687,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Leicester City,,0.83,0.0,0.0,0.0
Brandon Austin,Spurs,Leicester City,,True,0,0,0.0,0,0,0,0,0,,0,31955,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Brentford,,-0.55,0.0,0.0,0.0
Brandon Austin,Spurs,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,31859,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Aston Villa,,0.55,0.0,0.0,0.0
Brandon Austin,Spurs,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,31910,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Crystal Palace,,0.13,0.0,0.0,0.0
Brandon Austin,Spurs,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,31830,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Arsenal,,0.36,0.0,0.0,0.0
Brandon Austin,Spurs,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,31731,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Manchester City,,-1.26,0.0,0.0,0.0
Brandon Austin,Spurs,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,31731,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Fulham,,1.37,0.0,0.0,0.0
Brandon Austin,Spurs,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,31674,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Manchester City,,-1.17,0.0,0.0,0.0
Brandon Austin,Spurs,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,32284,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Leeds United,,-0.8,0.0,0.0,0.0
Brandon Austin,Spurs,Leeds United,,False,0,0,0.0,0,0,0,0,0,,0,34015,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,West Ham,,0.63,0.0,0.0,0.0
Brandon Austin,Spurs,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,33556,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Chelsea,,-0.25,0.0,0.0,0.0
Brandon Austin,Spurs,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,33705,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Wolverhampton,,-0.46,0.0,0.0,0.0
Brandon Austin,Spurs,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,33034,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Nottingham Forest,,,0.0,0.0,0.0
Brandon Austin,Spurs,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,32801,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Southampton,,-1.07,0.0,0.0,0.0
Brandon Austin,Spurs,Southampton,2023-03-18,False,0,0,0.0,0,0,0,0,0,0.0,0,32495,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Everton,,-0.63,0.0,0.0,0.0
Brandon Austin,Spurs,Everton,,False,0,0,0.0,0,0,0,0,0,,0,32166,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Brighton,,-0.71,0.0,0.0,0.0
Brandon Austin,Spurs,Brighton,2023-04-08,True,0,0,0.0,0,0,0,0,0,0.0,0,32061,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Bournemouth,,1.46,0.0,0.0,0.0
Brandon Austin,Spurs,Bournemouth,2023-04-15,True,0,0,0.0,0,0,0,0,0,0.0,0,31998,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Newcastle United,,-0.34,0.0,0.0,0.0
Brandon Austin,Spurs,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,31990,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Manchester United,,0.38,0.0,0.0,0.0
Brandon Austin,Spurs,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,31855,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Liverpool,,-1.33,0.0,0.0,0.0
Brandon Austin,Spurs,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,31907,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Crystal Palace,,0.81,0.0,0.0,0.0
Brandon Austin,Spurs,Crystal Palace,2023-05-06,True,0,0,0.0,0,0,0,0,0,0.0,0,31813,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Aston Villa,,0.59,0.0,0.0,0.0
Brandon Austin,Spurs,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,31727,0.0,0,0.0,0.0,0.0,0.0,Spurs,True,Brentford,,0.69,0.0,0.0,0.0
Brandon Austin,Spurs,Brentford,2023-05-20,True,0,0,0.0,0,0,0,0,0,0.0,0,31914,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Leicester City,,-0.05,0.0,0.0,0.0
Brandon Austin,Spurs,Leicester City,2023-05-28,False,0,0,0.0,0,0,0,0,0,0.0,0,31657,0.0,0,0.0,0.0,0.0,0.0,Spurs,False,Brentford,,-0.55,0.0,0.0,0.0
Alex Smithies,Leicester,Southampton,,True,0,0,0.0,0,0,0,0,0,,0,2125,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Chelsea,,-0.72,,,
Alex Smithies,Leicester,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,3017,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Manchester United,,0.38,,,
Alex Smithies,Leicester,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,3429,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Brighton,,-0.39,,,
Alex Smithies,Leicester,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,4088,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Tottenham,,-0.03,,,
Alex Smithies,Leicester,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,4697,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Nottingham Forest,,,,,
Alex Smithies,Leicester,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,4934,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Bournemouth,,0.19,,,
Alex Smithies,Leicester,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,5196,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Crystal Palace,,0.81,,,
Alex Smithies,Leicester,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,5305,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Leicester City,,0.83,,,
Alex Smithies,Leicester,Leicester City,,True,0,0,0.0,0,0,0,0,0,,0,5322,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Wolverhampton,,-0.46,,,
Alex Smithies,Leicester,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,5342,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Manchester City,,-1.17,,,
Alex Smithies,Leicester,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,5365,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Everton,,-0.63,,,
Alex Smithies,Leicester,Everton,,False,0,0,0.0,0,0,0,0,0,,0,5356,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,West Ham,,0.14,,,
Alex Smithies,Leicester,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,5442,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Newcastle United,,0.73,,,
Alex Smithies,Leicester,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,5888,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Liverpool,,-1.33,,,
Alex Smithies,Leicester,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,5894,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Fulham,,-0.3,,,
Alex Smithies,Leicester,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,5835,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Nottingham Forest,,,,,
Alex Smithies,Leicester,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,5778,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Brighton,,-0.71,,,
Alex Smithies,Leicester,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,5791,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Aston Villa,,0.59,,,
Alex Smithies,Leicester,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,5670,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Tottenham,,1.07,,,
Alex Smithies,Leicester,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,5584,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Manchester United,,-0.1,,,
Alex Smithies,Leicester,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,5564,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Arsenal,,0.36,,,
Alex Smithies,Leicester,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,6037,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Southampton,,-1.07,,,
Alex Smithies,Leicester,Southampton,,False,0,0,0.0,0,0,0,0,0,,0,5727,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Chelsea,,-0.25,,,
Alex Smithies,Leicester,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,5804,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Brentford,,-0.55,,,
Alex Smithies,Leicester,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,5960,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Crystal Palace,,0.13,,,
Alex Smithies,Leicester,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,5798,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Aston Villa,,0.55,,,
Alex Smithies,Leicester,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,5798,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Bournemouth,,1.46,,,
Alex Smithies,Leicester,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,5793,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Manchester City,,-1.26,,,
Alex Smithies,Leicester,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,5819,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Wolverhampton,,-0.48,,,
Alex Smithies,Leicester,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,5905,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Leicester City,,-0.05,,,
Alex Smithies,Leicester,Leicester City,,False,0,0,0.0,0,0,0,0,0,,0,5928,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Everton,,0.34,,,
Alex Smithies,Leicester,Everton,,True,0,0,0.0,0,0,0,0,0,,0,5913,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Fulham,,1.37,,,
Alex Smithies,Leicester,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,5898,0.0,0,0.0,0.0,0.0,0.0,Leicester,True,Liverpool,,-0.53,,,
Alex Smithies,Leicester,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,5904,0.0,0,0.0,0.0,0.0,0.0,Leicester,False,Newcastle United,,-0.34,,,
