Name,assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
Adam_Webster_153,0,2,212,2,89.3,110735,42,0.33,0.83,0.5,18.16,22,0,39.7,252.2,1142,1,0,0,0,0,2023/24,45,13,54.0,26,2
Adam_Wharton_807,3,4,222,7,287.9,496221,50,1.5,1.87,0.38,18.04,16,0,57.3,255.0,1296,0,0,0,0,0,2023/24,50,15,29.0,50,2
Adama_Traoré_662,3,1,113,0,108.1,159533,49,0.88,2.37,1.49,11.28,13,2,41.3,164.2,363,0,0,0,0,0,2023/24,50,1,140.0,36,2
Ademola_Ola-Adebomi_720,0,0,0,0,0.0,531993,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Admiral_Muskwe_327,0,0,0,0,0.0,174595,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Adrián_San Miguel del Castillo_289,0,0,0,0,0.0,60706,38,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Aidan_Francis-Clarke_648,0,0,0,0,0.0,552030,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Albert_Sambi Lokonga_21,3,4,231,2,154.9,437742,49,0.79,1.34,0.55,25.2,31,1,49.9,289.8,1304,0,0,0,0,0,2023/24,50,16,56.0,47,4
Alejandro_Garnacho_382,7,7,372,8,616.8,493105,50,2.81,11.04,8.23,51.56,39,7,224.3,527.2,2564,0,0,0,0,0,2023/24,50,30,1103.0,131,4
Alejo_Véliz_641,0,0,40,0,0.9,536908,54,0.0,0.42,0.42,1.88,2,1,6.5,35.2,45,0,0,0,0,0,2023/24,55,0,29.0,11,1
Aleksandar_Mitrović_278,0,0,6,0,0.3,128389,74,0.02,0.18,0.16,0.6,0,0,3.3,6.4,32,0,0,0,0,0,2023/24,75,0,26.0,1,0
Alex_Iwobi_256,2,9,425,7,718.8,153133,53,4.2,9.43,5.23,37.63,41,5,175.9,504.2,2331,0,0,0,0,0,2023/24,55,27,534.0,102,2
Alex_Matos_718,0,0,2,0,0.0,519198,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,2023/24,45,0,0.0,1,0
Alex_Mighten_456,0,0,0,0,0.0,244930,44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Alex_Murphy_634,0,0,6,0,1.0,545477,39,0.0,0.0,0.0,0.08,0,0,0.3,2.6,11,0,0,0,0,0,2023/24,40,0,0.0,2,0
Alex_Scott_644,1,3,163,3,294.7,503139,49,1.06,1.88,0.82,17.89,25,1,60.7,197.0,1003,0,0,0,0,0,2023/24,50,11,116.0,41,3
Alex_Telles_370,0,0,0,0,0.0,152590,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Alexander_Isak_415,4,23,645,7,362.5,219168,84,2.68,22.9,20.22,43.41,41,21,229.3,877.4,2253,0,1,0,0,0,2023/24,75,27,1054.0,172,1
Alexandre_Moreno Lopera_32,0,5,211,3,156.9,106468,49,0.98,2.09,1.11,18.5,20,2,52.7,217.8,1024,1,0,0,0,0,2023/24,50,11,152.0,49,2
Alexis_Mac Allister_304,5,12,512,6,726.7,243016,59,4.89,8.48,3.59,37.16,34,5,166.2,712.4,2600,0,0,0,1,0,2023/24,60,31,224.0,109,7
Alfie_Dorrington_740,0,0,0,0,0.0,519321,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Alfie_Doughty_321,10,11,577,2,1126.0,244262,43,5.55,6.94,1.39,67.6,74,2,213.3,690.4,2923,0,0,0,0,0,2023/24,45,34,318.0,101,5
Alfie_Gilchrist_716,0,0,67,1,8.6,514280,40,0.05,0.37,0.32,5.46,6,1,11.1,70.6,200,0,0,0,0,0,2023/24,40,2,33.0,20,1
Alfie_Whiteman_521,0,0,0,0,0.0,175941,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Alisson_Ramses Becker_291,0,9,575,8,10.4,116535,57,0.0,0.0,0.0,35.21,30,0,68.1,671.2,2520,0,0,0,0,83,2023/24,55,28,0.0,107,1
Allan_Campbell_319,0,0,0,0,0.0,193195,49,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,50,0,0.0,0,0
Allan_Saint-Maximin_426,0,0,0,0,0.0,170137,60,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,60,0,0.0,0,0
Alphonse_Areola_524,0,11,598,4,0.0,84182,42,0.0,0.0,0.0,54.72,53,0,102.4,1023.2,2700,1,0,2,0,138,2023/24,40,31,0.0,116,1
Altay_Bayindir_695,0,0,0,0,0.0,451302,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Amad_Diallo_371,1,3,68,1,123.8,493250,44,0.47,1.0,0.53,7.66,6,1,35.2,117.0,385,0,0,0,0,0,2023/24,45,3,114.0,23,1
Amadou_Diallo_738,0,0,3,0,0.0,248859,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,2023/24,45,0,0.0,1,0
Amadou_Onana_261,0,5,304,5,282.7,449871,47,1.39,3.61,2.22,36.94,38,2,89.5,354.0,2085,0,0,0,0,0,2023/24,50,23,254.0,66,5
Amara_Nallo_837,0,0,0,0,0.0,611926,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Amari'i_Bell_316,0,3,263,2,119.6,165183,38,0.43,0.81,0.38,38.68,41,0,52.7,358.2,1720,0,0,0,0,0,2023/24,40,21,50.0,35,0
Ameen_Al-Dakhil_157,0,0,127,0,42.8,487968,38,0.54,1.81,1.28,20.63,26,1,32.0,193.0,1055,1,0,0,0,0,2023/24,40,12,84.0,19,1
Anass_Zaroury_184,0,0,10,0,36.3,511783,46,0.11,0.27,0.16,3.36,4,0,5.6,6.8,149,0,0,0,1,0,2023/24,50,1,19.0,4,0
Andi_Zeqiri_155,0,0,0,0,0.0,204676,44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Andre_Brooks_655,0,0,82,1,51.9,538210,44,0.24,0.73,0.49,18.53,29,0,21.8,88.6,932,0,0,0,0,0,2023/24,45,12,76.0,26,1
Andreas_Hoelgebaum Pereira_267,9,7,459,14,1254.3,156689,53,5.72,10.24,4.52,42.91,40,3,217.8,503.6,2611,0,0,0,0,0,2023/24,55,34,417.0,127,6
Andrew_Omobamidele_711,0,0,94,0,25.1,466404,45,0.02,0.16,0.14,11.77,15,0,18.9,148.6,782,1,0,0,0,0,2023/24,45,8,16.0,11,2
Andrew_Robertson_307,2,8,463,3,936.1,122798,65,4.4,6.3,1.9,22.83,22,3,171.9,552.2,1689,0,0,0,0,0,2023/24,65,18,230.0,76,2
Andrey_Nascimento dos Santos_186,0,0,1,0,0.5,532605,42,0.0,0.06,0.06,0.02,0,0,0.2,0.0,7,0,0,0,0,0,2023/24,45,0,3.0,1,0
Andros_Townsend_727,4,3,208,3,293.6,60252,50,1.8,3.28,1.48,26.2,27,1,65.9,221.4,1197,0,0,0,0,0,2023/24,50,14,148.0,61,1
André_Onana_597,0,10,741,9,33.2,202641,50,0.08,0.08,0.0,69.64,58,0,120.2,1167.8,3420,0,0,0,0,149,2023/24,50,38,0.0,133,5
André_Tavares Gomes_244,0,0,64,3,88.3,120250,44,0.43,0.75,0.32,8.51,7,1,24.1,72.8,505,0,0,0,0,0,2023/24,45,3,81.0,20,4
Andy_Lonergan_579,0,0,0,0,0.0,11948,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Anel_Ahmedhodžić_471,0,4,325,1,96.7,233821,43,0.58,3.61,3.03,61.13,89,2,89.6,568.4,2649,0,0,0,1,0,2023/24,45,29,228.0,31,9
Angelo_Ogbonna_577,0,0,103,2,2.2,40669,42,0.06,0.1,0.04,15.9,14,0,14.4,131.0,634,0,0,0,0,0,2023/24,45,7,10.0,19,1
Anis_Slimane_587,0,0,23,1,46.7,504198,47,0.13,1.1,0.97,9.52,14,0,16.1,41.6,409,1,0,0,0,0,2023/24,50,4,72.0,14,2
Anssumane_Fati Vieira_700,1,1,84,1,92.1,465607,64,0.61,4.12,3.51,7.36,12,2,50.5,121.4,509,0,0,0,0,0,2023/24,65,3,292.0,33,2
Anthony_Elanga_378,9,5,386,2,441.6,449434,49,4.04,10.24,6.2,39.39,47,5,159.2,536.4,2424,0,0,0,0,0,2023/24,50,25,618.0,119,1
Anthony_Gordon_412,16,14,594,12,843.7,232826,64,5.4,15.42,10.03,51.73,48,11,256.7,822.6,2896,0,0,0,1,0,2023/24,55,34,905.0,183,10
Anthony_Knockaert_273,0,0,0,0,0.0,83543,44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Anthony_Martial_390,1,2,73,1,85.0,148225,64,0.14,1.38,1.24,8.54,6,1,24.5,67.2,439,0,0,0,0,0,2023/24,65,5,97.0,25,0
Antoine_Semenyo_82,4,14,363,8,411.2,437730,45,2.19,6.87,4.69,34.41,33,8,166.8,506.8,2099,0,0,0,0,0,2023/24,45,25,748.0,107,6
Antonee_Robinson_283,6,8,662,9,536.7,169528,45,3.75,4.43,0.68,61.93,60,0,158.6,805.8,3266,2,0,0,0,0,2023/24,45,37,241.0,104,6
Antony Matheus_dos Santos_372,1,0,184,3,327.7,467169,68,1.83,5.21,3.38,25.18,26,1,91.8,247.8,1311,0,0,0,0,0,2023/24,70,15,347.0,47,5
Antwoine_Hackford_656,0,0,5,0,0.3,487836,44,0.0,0.0,0.0,0.12,1,0,0.0,0.0,11,0,0,0,0,0,2023/24,45,0,0.0,2,0
Aribim_Pepple_331,0,0,0,0,0.0,490180,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Arijanet_Muric_172,0,12,241,0,40.3,232917,43,0.05,0.05,0.0,20.43,16,0,55.3,513.0,900,1,0,1,0,64,2023/24,45,10,0.0,47,0
Armando_Broja_193,2,0,72,3,70.3,440323,49,0.23,2.47,2.24,8.4,9,1,29.0,75.6,529,0,0,0,0,0,2023/24,50,6,152.0,35,0
Arnaut_Danjuma Groeneveld_601,0,0,53,2,79.3,220307,52,0.42,3.05,2.63,9.74,10,1,42.4,73.6,587,0,0,0,0,0,2023/24,55,5,271.0,26,0
Ashley_Phillips_702,0,0,0,0,0.0,548308,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Ashley_Young_588,1,3,375,9,365.2,18892,44,1.51,2.18,0.67,37.73,34,0,74.0,284.8,2277,1,0,0,1,0,2023/24,45,27,87.0,76,5
Auston_Trusty_27,0,0,349,1,107.3,201410,39,0.76,1.14,0.38,53.54,81,0,73.4,517.4,2568,0,0,0,0,0,2023/24,40,28,106.0,28,4
Axel_Disasi_611,0,6,468,5,105.5,220362,49,1.46,3.81,2.35,43.96,50,2,85.1,573.2,2579,1,0,0,0,0,2023/24,50,29,172.0,71,6
Axel_Piesold_831,0,0,0,0,0.0,547668,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Aymeric_Laporte_357,0,0,4,0,0.1,146941,49,0.0,0.12,0.12,0.07,0,0,2.9,11.4,11,0,0,0,0,0,2023/24,50,0,17.0,1,0
Bailey_Peacock-Farrell_175,0,0,0,0,0.0,220037,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Bart_Verbruggen_152,0,7,417,4,1.0,489639,44,0.0,0.0,0.0,31.6,28,0,54.3,541.4,1890,0,0,0,0,65,2023/24,45,21,0.0,68,3
Bashir_Humphreys_671,0,0,0,0,0.0,461188,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Ben_Brereton_775,1,5,173,0,124.0,204814,50,1.07,6.58,5.52,23.91,37,6,85.3,312.2,1105,0,0,0,0,0,2023/24,50,14,422.0,62,3
Ben_Chilwell_195,2,2,123,1,212.8,172850,54,1.62,2.73,1.11,12.5,14,0,48.0,128.4,752,0,0,0,0,0,2023/24,55,9,139.0,24,5
Ben_Davies_495,2,0,216,1,81.0,115556,43,0.57,2.91,2.34,22.43,21,1,50.3,294.8,1085,0,0,0,0,0,2023/24,45,12,124.0,34,2
Ben_Doak_628,0,0,3,0,0.8,496208,43,0.0,0.0,0.0,0.14,0,0,0.1,0.2,13,0,0,0,0,0,2023/24,45,0,0.0,1,0
Ben_Godfrey_252,0,0,166,4,64.9,198826,43,0.55,2.31,1.76,18.73,13,0,44.3,221.4,1120,0,0,0,0,0,2023/24,45,13,156.0,37,2
Ben_Greenwood_619,0,0,0,0,0.0,474772,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Ben_Jackson_746,0,0,0,0,0.0,514154,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Ben_Johnson_536,0,0,90,1,22.5,222018,44,0.11,0.36,0.25,13.03,16,0,14.7,84.6,538,0,0,0,0,0,2023/24,45,4,38.0,17,1
Ben_Mee_109,1,3,210,1,88.2,51927,47,0.78,2.35,1.57,24.8,28,2,54.2,334.8,1272,0,0,0,1,0,2023/24,50,15,118.0,39,1
Ben_Osborn_489,2,0,182,0,212.2,167878,48,0.93,1.15,0.22,28.43,40,0,42.8,191.4,1359,1,0,0,0,0,2023/24,50,14,26.0,38,3
Ben_Parkinson_739,0,0,2,0,0.0,547716,45,0.0,0.0,0.0,1.76,1,0,0.2,2.0,24,0,0,0,0,0,2023/24,45,0,0.0,1,0
Ben_Pearson_79,0,0,0,0,0.0,156687,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Bendegúz_Bolla_547,0,0,0,0,0.0,431960,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Benicio_Baker-Boaitey_742,0,0,10,0,12.6,475480,45,0.1,0.12,0.02,0.8,1,0,1.9,4.6,37,0,0,0,0,0,2023/24,45,0,4.0,4,1
Benjamin_Arthur_834,0,0,0,0,0.0,622536,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Benjamin_Fredrick_797,0,0,0,0,0.0,612534,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Benjamin_White_29,5,14,776,18,589.4,198869,61,3.66,4.93,1.27,24.95,26,4,159.0,765.8,2987,0,0,0,0,0,2023/24,55,35,234.0,182,8
Benoît_Badiashile_191,1,4,267,3,87.4,242880,44,0.92,1.19,0.27,25.42,31,0,47.5,336.4,1337,1,0,0,0,0,2023/24,45,15,51.0,35,3
Bernardo_Veiga de Carvalho e Silva_344,9,20,604,10,959.5,165809,62,8.05,11.59,3.54,26.4,26,6,228.0,747.4,2576,0,0,0,0,0,2023/24,65,29,570.0,141,8
Bernd_Leno_275,0,15,782,10,0.1,80201,48,0.0,0.0,0.0,64.14,61,0,106.7,1069.8,3420,1,0,0,0,134,2023/24,45,38,0.0,133,3
Bertrand_Traoré_59,0,0,6,0,0.0,110504,50,0.0,0.0,0.0,0.77,0,0,0.3,3.0,10,0,0,0,0,0,2023/24,50,0,0.0,2,0
Billy_Blacker_822,0,0,0,0,0.0,591539,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Billy_Crellin_863,0,0,0,0,0.0,438405,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Billy_Gilmour_133,3,4,354,6,481.5,243568,48,2.56,3.54,0.98,36.04,37,0,87.7,291.4,2116,0,0,0,1,0,2023/24,50,24,104.0,61,8
Bobby_Clark_627,0,0,7,0,5.3,491970,44,0.01,0.15,0.14,1.75,0,0,3.6,11.6,86,0,0,0,0,0,2023/24,45,1,19.0,5,0
Bobby_De Cordova-Reid_270,3,7,290,3,255.3,96994,52,1.12,5.67,4.55,28.79,29,6,90.0,330.6,1410,0,0,0,0,0,2023/24,55,17,325.0,92,4
Bobby_Thomas_179,0,0,0,0,0.0,461102,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Boubacar_Kamara_47,1,1,247,7,292.7,226944,50,1.39,1.52,0.13,24.68,22,0,59.1,256.2,1653,0,0,0,1,0,2023/24,50,20,44.0,40,7
Boubacar_Traoré_574,0,0,122,0,106.5,476502,43,0.33,0.61,0.28,18.74,23,0,25.2,114.4,802,0,0,0,0,0,2023/24,45,7,27.0,25,4
Bradley_Ibrahim_737,0,0,0,0,0.0,535264,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Braian_Ojeda Rodríguez_459,0,0,0,0,0.0,437476,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Brandon_Aguilera Zamora_434,0,0,0,0,1.6,461682,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4,0,0,0,0,0,2023/24,45,0,0.0,1,0
Brandon_Austin_491,0,0,0,0,0.0,214572,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Brandon_Williams_374,0,0,0,0,0.0,232937,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Brennan_Johnson_450,12,9,397,5,624.3,242898,58,4.3,14.65,10.36,43.97,42,5,196.3,554.4,2317,0,0,0,0,0,2023/24,60,26,782.0,131,3
Bruno_Borges Fernandes_373,9,24,729,7,1663.0,141746,85,10.23,19.96,9.73,63.99,52,10,351.3,1101.6,3118,0,1,0,0,0,2023/24,85,35,748.0,166,9
Bruno_Cavaco Jordão_561,0,0,0,0,0.0,428610,43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Bruno_Guimarães Rodriguez Moura_406,9,15,691,10,948.7,208706,58,6.2,11.11,4.91,58.64,60,7,241.0,968.4,3264,0,0,0,0,0,2023/24,60,37,489.0,153,8
Bryan_Gil Salvatierra_494,0,0,41,0,70.1,436234,49,0.24,0.91,0.67,7.19,11,0,15.9,28.6,200,0,0,0,0,0,2023/24,50,2,59.0,12,0
Bryan_Mbeumo_108,7,12,364,5,572.1,446008,68,5.67,15.37,9.7,28.31,31,9,170.1,554.2,1957,0,0,0,0,0,2023/24,65,22,576.0,127,2
Bukayo_Saka_19,12,29,776,16,1319.8,223340,88,10.9,26.29,15.4,25.66,27,16,375.7,1093.8,2922,0,0,0,0,0,2023/24,85,35,1342.0,226,4
Bénie_Traoré_593,0,0,14,0,56.7,523957,51,0.46,0.73,0.27,11.66,13,0,11.2,25.8,383,0,0,0,0,0,2023/24,55,3,31.0,11,0
CJ_Egan-Riley_166,0,0,0,0,0.0,432711,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Callan_McKenna_855,0,0,0,0,0.0,568791,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Callum_Hudson-Odoi_205,2,14,371,2,514.2,209046,47,2.02,4.67,2.65,28.38,41,8,145.0,489.0,1846,0,0,0,0,0,2023/24,50,20,444.0,109,0
Callum_Marshall_785,0,0,0,0,0.0,565431,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Callum_Scanlon_728,0,0,0,0,0.0,519328,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Callum_Wilson_433,1,4,246,6,110.3,75115,78,0.54,9.5,8.96,13.12,15,9,103.2,366.2,981,0,0,0,0,0,2023/24,80,9,563.0,69,3
Calum_Chambers_37,1,0,37,0,12.2,101184,38,0.01,0.01,0.0,4.89,6,0,5.1,39.0,149,0,0,0,0,0,2023/24,40,1,0.0,6,1
Calvin_Bassey_610,0,4,442,6,34.8,232892,44,0.16,0.53,0.37,40.83,42,1,55.0,462.8,2299,0,0,0,1,0,2023/24,45,25,50.0,66,4
Cameron_Archer_33,3,9,241,2,309.3,433979,42,1.39,6.67,5.28,41.38,50,4,92.8,266.0,1829,0,0,0,0,0,2023/24,45,21,353.0,82,2
Cameron_Peupion_786,0,0,0,0,0.0,491598,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Caoimhin_Kelleher_301,0,3,198,2,10.0,200720,36,0.01,0.01,0.0,10.33,11,0,27.0,261.2,900,0,0,0,0,28,2023/24,40,10,0.0,34,0
Carlos Henrique_Casimiro_376,3,0,323,5,247.9,61256,53,1.2,4.84,3.64,40.58,34,1,119.9,628.4,1981,0,0,0,0,0,2023/24,55,24,323.0,58,7
Carlos Vinícius_Alves Morais_287,0,2,77,0,61.3,245824,45,0.11,1.7,1.59,4.5,5,2,28.2,83.6,306,0,0,0,0,0,2023/24,50,2,139.0,22,2
Carlos_Baleba_690,0,0,174,2,134.7,535301,45,0.24,1.08,0.85,23.59,28,0,38.8,179.8,1314,0,0,0,0,0,2023/24,45,15,72.0,34,7
Carlos_Mendes Gomes_325,0,0,0,0,0.0,453537,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Carlton_Morris_326,6,18,451,3,305.6,156700,47,1.52,13.05,11.53,67.19,72,11,183.4,620.2,2859,0,0,0,0,0,2023/24,55,32,908.0,146,4
Carney_Chukwuemeka_196,1,0,53,0,68.6,478912,42,0.29,0.41,0.12,4.6,5,1,19.9,78.4,222,0,0,0,0,0,2023/24,45,2,52.0,16,2
Cauley_Woodrow_340,1,3,118,0,127.1,91046,43,0.85,2.17,1.32,10.92,11,1,35.8,127.0,406,0,0,0,0,0,2023/24,45,2,103.0,33,2
Cesare_Casadei_791,0,0,38,0,27.4,505187,45,0.08,0.08,0.0,3.48,3,0,5.1,19.8,71,0,0,0,0,0,2023/24,45,0,2.0,11,0
Charles_Sagoe_735,0,0,0,0,0.0,516874,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,45,0,0.0,0,0
Charlie_Goode_102,0,0,0,0,0.0,213687,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Charlie_Taylor_178,1,1,347,2,275.7,103914,39,1.66,1.91,0.25,43.78,46,1,73.3,395.6,2329,0,0,0,0,0,2023/24,40,25,59.0,47,8
Cheick_Doucouré_223,0,0,141,3,138.5,438464,48,0.76,1.04,0.28,13.76,12,0,34.2,165.8,920,0,0,0,0,0,2023/24,50,11,36.0,21,2
Cheikhou_Kouyaté_451,0,0,32,0,14.3,55037,48,0.04,0.29,0.25,5.89,6,0,7.1,36.0,206,0,0,0,0,0,2023/24,50,2,25.0,12,2
Chiedozie_Ogbene_328,4,7,387,2,378.3,229164,48,3.5,7.97,4.47,46.3,47,4,127.7,412.6,1987,0,0,0,0,0,2023/24,50,20,486.0,84,1
Chris_Basham_474,0,0,35,0,27.4,40386,39,0.07,0.19,0.12,7.12,6,0,11.1,69.2,316,0,0,0,0,0,2023/24,40,3,14.0,8,1
Chris_Mepham_75,1,0,113,1,40.0,223911,43,0.17,0.26,0.09,10.34,16,0,21.0,142.6,613,0,0,0,0,0,2023/24,45,6,27.0,16,2
Chris_Richards_238,1,4,370,4,87.5,427623,39,0.17,0.77,0.6,33.16,38,1,65.2,456.2,2091,0,0,0,0,0,2023/24,40,23,108.0,62,3
Chris_Wood_468,1,22,456,2,281.1,60689,47,0.92,12.63,11.71,27.19,34,14,167.4,598.2,1801,0,0,0,0,0,2023/24,50,20,795.0,131,0
Christian_Chigozie_844,0,0,0,0,0.0,634640,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2023/24,40,0,0.0,0,0
Christian_Eriksen_379,2,4,248,2,400.5,80607,58,2.46,3.43,0.97,20.08,27,1,75.0,255.4,1134,0,0,0,0,0,2023/24,60,12,93.0,48,1
Christian_Nørgaard_110,1,3,414,6,396.2,128295,52,2.44,6.05,3.61,43.31,51,2,121.8,501.8,2504,0,0,0,0,0,2023/24,55,30,316.0,74,8
