Name,assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
Callum_Hudson-Odoi_205,0,0,0,0,0.0,209046,53,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2022/23,55,0,0.0,0,0
Callum_Wilson_433,6,20,526,10,271.3,75115,73,2.11,18.54,16.43,21.93,16,18,200.9,722.2,1870,0,0,0,0,0,2022/23,75,21,1022.0,157,4
Calum_Chambers_37,0,0,67,0,29.8,101184,42,0.19,0.33,0.14,5.88,4,0,11.1,74.4,345,0,0,0,0,0,2022/23,45,2,8.0,13,2
Cameron_Archer_33,0,0,13,0,2.4,433979,42,0.01,0.01,0.0,0.37,1,0,0.9,1.8,43,0,0,0,0,0,2022/23,45,0,6.0,6,0
Cameron_Peupion_786,0,0,3,0,0.3,491598,45,0.0,0.06,0.06,0.95,2,0,0.5,0.0,5,0,0,0,0,0,2022/23,45,0,5.0,1,0
Caoimhin_Kelleher_301,0,0,20,0,0.0,200720,39,0.0,0.0,0.0,1.77,4,0,3.8,38.0,90,0,0,0,0,6,2022/23,40,1,0.0,2,0
Carlos Henrique_Casimiro_376,3,10,389,10,418.8,61256,49,3.82,7.31,3.49,29.3,22,4,136.3,644.0,2122,0,0,0,2,0,2022/23,50,24,299.0,87,7
Carlos Vinícius_Alves Morais_287,2,10,206,1,118.6,245824,54,0.72,3.76,3.04,24.8,20,5,73.1,244.0,1098,0,0,0,0,0,2022/23,55,11,374.0,72,3
Carney_Chukwuemeka_196,0,0,71,1,113.5,478912,42,0.61,0.94,0.33,8.1,7,0,25.7,66.0,342,0,0,0,0,0,2022/23,45,2,78.0,18,0
Charlie_Goode_102,0,0,0,0,0.0,213687,39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2022/23,40,0,0.0,0,0
Cheick_Doucouré_223,3,3,411,7,353.7,438464,50,1.22,2.67,1.45,40.18,41,0,99.8,475.0,2770,0,0,0,1,0,2022/23,50,34,167.0,74,8
Cheikhou_Kouyaté_451,0,2,144,2,83.1,55037,44,0.33,0.69,0.36,17.06,23,1,32.6,162.4,871,0,0,0,0,0,2022/23,45,10,81.0,35,3
Chris_Mepham_75,0,6,369,5,54.4,223911,43,0.55,1.51,0.96,42.46,52,0,74.4,556.4,2197,2,0,0,0,0,2022/23,45,24,134.0,43,7
Chris_Richards_238,0,0,83,1,15.3,427623,44,0.05,0.76,0.71,11.19,11,0,13.2,92.4,443,0,0,0,0,0,2022/23,45,4,26.0,13,0
Chris_Wood_468,0,7,163,4,82.1,60689,56,0.37,3.08,2.71,11.8,9,3,39.3,145.2,807,0,0,0,0,0,2022/23,60,9,169.0,53,0
Christian_Eriksen_379,9,8,426,13,575.2,80607,62,3.49,8.28,4.79,26.02,25,1,134.4,425.4,2046,0,0,0,0,0,2022/23,65,25,344.0,103,3
Christian_Nørgaard_110,6,6,309,6,173.7,128295,53,1.74,3.38,1.64,25.13,23,1,82.3,379.2,1763,0,0,0,0,0,2022/23,55,21,269.0,71,6
Christian_Pulisic_213,1,0,102,3,166.8,176413,56,0.38,2.05,1.67,14.13,11,1,51.1,120.4,805,0,0,0,0,0,2022/23,60,8,227.0,39,1
Clément_Lenglet_699,2,6,387,5,136.9,171101,48,0.78,1.76,0.98,28.57,35,0,68.9,422.2,2018,0,0,0,0,0,2022/23,50,24,130.0,63,4
Cody_Gakpo_297,3,4,256,6,292.4,243298,76,1.87,8.3,6.43,19.56,19,7,112.3,375.6,1455,0,0,0,0,0,2022/23,80,17,460.0,90,0
Cole_Palmer_362,1,0,76,1,88.7,244851,42,0.49,0.85,0.36,7.13,4,0,31.9,73.0,358,0,0,0,0,0,2022/23,45,2,155.0,19,1
Conor_Coventry_529,0,0,3,0,0.0,222017,44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,2022/23,45,0,0.0,1,0
Conor_Gallagher_202,1,7,279,4,351.5,232787,56,1.73,4.28,2.55,30.95,23,3,106.5,386.2,1608,0,0,0,1,0,2022/23,60,18,329.0,66,9
Craig_Dawson_551,1,7,390,7,37.2,60232,48,0.27,1.8,1.53,35.83,31,1,64.0,455.6,2134,0,0,0,0,0,2022/23,50,25,145.0,75,6
Cristian_Romero_511,2,3,447,8,136.2,221632,49,1.02,2.52,1.5,34.11,41,0,77.3,546.2,2363,0,0,0,1,0,2022/23,50,26,91.0,66,9
Curtis_Jones_300,1,4,206,4,238.1,206915,49,1.36,2.51,1.15,15.6,15,3,75.0,272.8,1029,0,0,0,0,0,2022/23,50,12,240.0,52,2
Cédric_Alves Soares_2,0,0,56,0,51.4,58822,42,0.19,0.25,0.06,2.83,3,0,11.9,56.4,223,0,0,0,0,0,2022/23,45,2,10.0,10,0
César_Azpilicueta_189,0,4,242,3,211.2,41328,47,1.25,1.6,0.35,27.38,21,0,58.4,272.0,1521,1,0,0,0,0,2022/23,50,16,102.0,45,3
Dan_Burn_407,0,6,584,14,230.4,78916,45,1.28,3.4,2.12,36.33,30,1,105.3,555.0,3109,0,0,0,0,0,2022/23,45,35,265.0,129,5
Dane_Scarlett_640,0,0,0,0,0.0,490145,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2022/23,45,0,0.0,0,0
Dango_Ouattara_78,3,4,163,1,262.5,533463,50,1.68,5.2,3.52,25.86,23,1,82.5,280.8,1239,0,0,0,0,0,2022/23,50,15,283.0,49,1
Daniel_Bentley_546,0,0,45,0,0.0,79602,40,0.0,0.0,0.0,4.66,3,0,7.0,70.2,180,0,0,0,0,11,2022/23,40,2,0.0,6,0
Daniel_Castelo Podence_568,1,10,249,6,512.8,200600,51,2.19,6.07,3.88,28.24,31,6,146.8,376.0,1760,0,0,0,0,0,2022/23,55,20,580.0,92,5
Danilo_dos Santos de Oliveira_442,2,5,178,1,108.1,513046,45,0.56,2.14,1.58,20.32,18,3,47.1,253.8,976,0,0,0,0,0,2022/23,45,12,113.0,48,1
Danny_Ings_535,2,13,317,5,207.1,84939,63,1.27,9.7,8.43,26.29,26,8,123.7,412.2,1579,0,0,0,0,0,2022/23,70,15,620.0,97,4
Danny_Welbeck_154,5,5,296,6,390.6,50175,65,1.65,10.24,8.59,26.45,28,6,155.4,378.2,1844,0,0,0,0,0,2022/23,65,21,782.0,91,0
Darren_Randolph_80,0,0,0,0,0.0,32259,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2022/23,40,0,0.0,0,0
Darwin_Núñez Ribeiro_293,5,8,310,7,336.9,447203,86,2.66,14.81,12.15,28.62,22,9,186.0,458.2,1684,0,0,0,1,0,2022/23,90,19,1078.0,100,1
David Datro_Fofana_200,0,0,8,0,34.6,520295,50,0.04,0.61,0.57,1.72,1,0,8.0,15.2,68,0,0,0,0,0,2022/23,50,1,30.0,3,0
David_Brooks_64,0,0,7,0,28.8,111317,53,0.2,0.53,0.33,4.4,4,0,8.7,17.6,170,0,0,0,0,0,2022/23,55,2,42.0,5,1
David_Ozoh_721,0,0,3,0,0.8,531989,45,0.0,0.0,0.0,0.0,0,0,0.1,0.0,1,0,0,0,0,0,2022/23,45,0,0.0,1,0
David_Raya Martin_113,0,20,822,12,20.1,154561,48,0.12,0.23,0.11,50.12,46,0,117.3,1146.0,3420,1,0,0,0,154,2022/23,45,38,4.0,166,1
Davinson_Sánchez_512,0,1,166,2,40.0,173904,42,0.2,0.85,0.65,12.76,17,0,31.0,213.8,848,0,0,0,0,0,2022/23,45,8,56.0,28,1
Dean_Henderson_385,0,12,367,6,0.0,172649,46,0.01,0.01,0.0,26.97,31,0,47.5,474.4,1620,0,0,2,0,54,2022/23,45,18,0.0,82,2
Declan_Rice_540,3,12,622,9,539.3,204480,47,1.85,4.25,2.4,48.28,50,4,155.5,789.0,3272,0,1,0,0,0,2022/23,50,36,226.0,116,5
Dejan_Kulusevski_501,7,5,310,8,639.4,445044,78,4.76,7.44,2.68,30.15,40,2,156.0,410.8,2062,0,0,0,0,0,2022/23,80,23,514.0,96,2
Dele_Alli_248,0,0,5,0,2.2,108823,53,0.0,0.0,0.0,1.68,1,0,0.9,0.6,38,0,0,0,0,0,2022/23,55,0,6.0,2,0
Demarai_Gray_253,1,4,284,7,614.7,172632,51,3.82,9.99,6.17,46.59,39,4,173.2,410.8,2501,0,0,0,0,0,2022/23,55,27,707.0,91,3
Deniz_Undav_149,2,4,173,2,124.0,450434,50,1.25,6.14,4.89,9.03,9,5,69.1,196.4,614,1,0,0,0,0,2022/23,55,6,372.0,52,2
Diego Carlos_Santos Silva_41,0,0,20,0,13.2,165659,47,0.11,0.47,0.36,1.92,3,0,7.0,24.8,205,0,0,0,0,0,2022/23,50,2,32.0,4,0
Diogo_Dalot Teixeira_377,2,19,502,10,421.4,216051,48,1.53,4.02,2.49,34.27,34,1,118.8,483.8,2152,0,0,0,0,0,2022/23,45,24,283.0,102,6
Diogo_Teixeira da Silva_294,4,9,282,5,242.6,194634,86,1.7,8.08,6.38,17.76,19,7,100.6,376.6,1125,0,0,0,0,0,2022/23,90,12,391.0,80,2
Divin_Mubama_538,0,0,7,0,11.4,487837,45,0.01,0.01,0.0,1.07,0,0,1.4,2.4,36,0,0,0,0,0,2022/23,45,0,0.0,3,0
Djed_Spence_517,0,0,10,0,1.3,232859,41,0.0,0.06,0.06,0.47,0,0,2.2,0.2,5,0,0,0,0,0,2022/23,45,0,20.0,4,0
Dominic_Calvert-Lewin_246,1,2,89,4,122.4,177815,79,0.72,6.62,5.9,23.13,22,2,66.4,138.4,1166,0,0,0,0,0,2022/23,80,15,409.0,40,3
Dominic_Sadi_811,0,0,0,0,0.0,550596,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2022/23,45,0,0.0,0,0
Dominic_Solanke_85,10,14,339,8,282.1,154566,56,2.3,11.39,9.09,51.51,52,6,185.7,528.8,2865,0,0,0,0,0,2022/23,60,32,1053.0,130,2
Donny_van de Beek_400,0,0,21,0,40.2,180184,51,0.14,0.24,0.1,1.58,3,0,10.5,11.2,162,0,0,0,0,0,2022/23,55,2,54.0,8,0
Douglas Luiz_Soares de Paulo_43,7,17,594,13,668.6,230046,48,2.92,5.71,2.79,42.8,35,6,162.7,698.4,2922,0,0,0,1,0,2022/23,50,33,261.0,142,6
Dwight_McNeil_259,5,14,505,5,771.4,433154,52,5.45,8.96,3.51,51.3,46,7,195.8,718.8,2490,0,0,0,0,0,2022/23,55,28,464.0,126,5
Eberechi_Eze_226,5,21,580,9,833.6,232413,57,2.92,10.17,7.25,32.64,35,10,217.0,702.6,2631,0,0,0,0,0,2022/23,55,30,635.0,159,3
Eddie_Nketiah_13,2,5,161,2,128.5,205533,63,1.26,9.15,7.89,14.65,16,4,93.8,213.4,1071,0,0,0,0,0,2022/23,70,9,607.0,63,3
Ederson_Santana de Moraes_352,1,8,581,11,13.1,121160,54,0.22,0.22,0.0,28.08,32,0,52.1,508.4,3150,0,0,0,0,46,2022/23,55,35,0.0,121,3
Ellery_Balcombe_91,0,0,0,0,0.0,235448,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2022/23,40,0,0.0,0,0
Elliot_Anderson_403,1,2,93,1,129.9,215379,43,1.45,2.59,1.14,6.03,7,0,41.5,98.8,395,0,0,0,0,0,2022/23,45,3,186.0,30,0
Ellis_Simms_264,0,0,59,0,39.6,218997,45,0.15,1.01,0.86,6.4,4,1,13.0,40.8,219,0,0,0,0,0,2022/23,45,2,54.0,17,0
Emerson_Leite de Souza Junior_497,2,9,402,7,181.6,241157,48,0.97,2.58,1.61,22.24,27,2,82.1,403.6,1729,0,0,0,1,0,2022/23,50,20,234.0,86,2
Emerson_Palmieri dos Santos_532,0,2,209,2,204.8,109533,40,0.77,1.57,0.8,23.26,28,1,62.4,233.4,1317,0,0,0,0,0,2022/23,40,16,183.0,39,2
Emil_Krafth_417,0,0,3,0,0.0,111773,43,0.0,0.0,0.0,0.1,0,0,0.0,0.0,1,0,0,0,0,0,2022/23,45,0,0.0,1,0
Emile_Smith Rowe_22,2,0,60,0,74.4,209289,56,0.55,0.8,0.25,2.71,5,0,16.7,53.8,161,0,0,0,0,0,2022/23,60,0,41.0,18,0
Emiliano_Buendía Stati_35,3,8,370,11,559.9,195546,57,3.95,10.27,6.32,36.65,34,5,158.5,441.6,2404,0,0,0,0,0,2022/23,60,27,582.0,117,0
Emiliano_Marcondes_74,0,0,3,0,0.0,133845,47,0.0,0.0,0.0,0.28,1,0,0.1,1.2,8,0,0,0,0,0,2022/23,50,0,0.0,1,0
Emiliano_Martínez Romero_49,0,15,678,11,23.0,98980,50,0.21,0.21,0.0,43.46,38,0,85.7,835.2,3139,1,0,1,0,98,2022/23,50,36,0.0,135,7
Emmanuel_Dennis_443,2,3,113,1,97.6,230251,56,0.4,2.13,1.73,13.59,17,2,55.7,169.6,709,0,0,0,0,0,2022/23,60,6,293.0,39,3
Enzo_Fernández_199,2,1,265,3,334.3,448047,50,2.64,3.42,0.78,24.91,25,0,72.6,315.8,1547,0,0,0,0,0,2022/23,50,18,74.0,42,3
Eric_Bailly_375,0,0,0,0,0.0,197365,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2022/23,40,0,0.0,0,0
Eric_Dier_496,1,5,569,9,112.3,93264,50,0.55,2.31,1.76,43.12,52,2,100.1,653.2,2816,0,0,0,0,0,2022/23,50,31,235.0,96,3
Erling_Haaland_355,9,40,1040,13,371.0,223094,124,3.11,31.65,28.54,25.24,26,36,358.1,1390.0,2767,0,0,0,0,0,2022/23,115,33,1825.0,272,5
Ethan_Ampadu_185,0,0,0,0,0.0,199598,44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2022/23,45,0,0.0,0,0
Ethan_Nwaneri_772,0,0,3,0,0.0,499175,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,2022/23,45,0,0.0,1,0
Ethan_Pinnock_112,0,6,575,10,110.1,231065,44,1.11,3.84,2.73,40.17,34,3,127.2,840.8,2700,1,0,0,0,0,2022/23,45,30,319.0,112,0
Evan_Ferguson_132,2,8,213,6,150.4,487117,46,0.54,5.98,5.44,13.45,12,6,79.9,286.2,942,0,0,0,0,0,2022/23,45,10,361.0,65,1
Ezri_Konsa Ngoyo_48,0,6,633,12,116.2,199798,44,0.71,1.79,1.08,50.67,45,0,75.7,568.4,3322,0,0,0,0,0,2022/23,45,37,72.0,110,6
Fabian_Schär_427,3,6,617,15,264.7,119471,51,2.05,6.68,4.63,36.65,28,1,147.1,680.8,3207,1,0,0,0,0,2022/23,45,36,523.0,139,7
Fabio Henrique_Tavares_296,2,0,394,11,316.4,116643,52,1.87,2.57,0.7,39.21,34,0,82.5,400.2,2666,0,0,0,0,0,2022/23,55,31,109.0,70,11
