h_a,xG,xGA,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,time
h,3.20239,0.627528,0.627528,"{'att': 76, 'def': 15}","{'att': 429, 'def': 17}",14.0,0.0,1.0,1.0,2.8005,d,2021-12-16 19:45:00,0.0,1.0,0.0,1.0,2.574862,
a,0.793952,0.321371,0.321371,"{'att': 250, 'def': 24}","{'att': 402, 'def': 12}",11.0,4.0,0.0,0.0,1.81,d,2021-12-19 14:00:00,0.0,1.0,0.0,1.0,0.472581,
a,2.8285,0.474029,0.474029,"{'att': 277, 'def': 30}","{'att': 322, 'def': 14}",14.0,6.0,3.0,1.0,2.8469,w,2021-12-26 17:30:00,1.0,0.0,0.0,3.0,0.832131,
h,0.763458,0.78663,0.78663,"{'att': 249, 'def': 27}","{'att': 202, 'def': 16}",10.0,11.0,1.0,1.0,1.3023,d,2021-12-29 19:30:00,0.0,1.0,0.0,1.0,-0.023172,
h,1.389,1.78897,1.78897,"{'att': 212, 'def': 24}","{'att': 309, 'def': 25}",8.0,4.0,2.0,2.0,1.0459,d,2022-01-02 16:30:00,0.0,1.0,0.0,1.0,-0.3999699999999999,
a,0.613757,0.901703,0.901703,"{'att': 338, 'def': 20}","{'att': 307, 'def': 23}",2.0,6.0,0.0,1.0,1.0597,l,2022-01-15 12:30:00,0.0,0.0,1.0,0.0,-0.287946,
a,0.572994,0.747557,0.747557,"{'att': 210, 'def': 16}","{'att': 327, 'def': 23}",11.0,13.0,1.0,1.0,1.1167,d,2022-01-18 09:45:00,0.0,1.0,0.0,1.0,-0.174563,
h,1.04212,0.328818,0.328818,"{'att': 175, 'def': 31}","{'att': 390, 'def': 23}",4.0,4.0,2.0,0.0,2.0022,w,2022-01-23 16:30:00,1.0,0.0,0.0,3.0,0.7133019999999999,
a,1.12339,0.624023,0.624023,"{'att': 188, 'def': 33}","{'att': 290, 'def': 20}",7.0,3.0,1.0,0.0,1.844,w,2022-02-19 15:00:00,1.0,0.0,0.0,3.0,0.4993670000000001,
a,2.2868,0.849232,0.849232,"{'att': 120, 'def': 12}","{'att': 484, 'def': 30}",6.0,4.0,4.0,0.0,2.5338999999999996,w,2022-03-05 15:00:00,1.0,0.0,0.0,3.0,1.437568,
a,2.1308,0.965723,0.204554,"{'att': 210, 'def': 20}","{'att': 419, 'def': 15}",17.0,2.0,3.0,1.0,2.2335000000000003,w,2022-03-10 19:30:00,1.0,0.0,0.0,3.0,1.926246,
h,1.07072,0.246037,0.246037,"{'att': 76, 'def': 19}","{'att': 308, 'def': 21}",6.0,1.0,1.0,0.0,2.1966,w,2022-03-13 14:00:00,1.0,0.0,0.0,3.0,0.8246829999999998,
h,1.29014,2.43422,2.43422,"{'att': 128, 'def': 17}","{'att': 303, 'def': 15}",10.0,7.0,1.0,4.0,0.6713,l,2022-04-02 14:00:00,0.0,0.0,1.0,0.0,-1.1440799999999998,
a,4.39683,0.564726,0.564726,"{'att': 149, 'def': 24}","{'att': 416, 'def': 17}",14.0,2.0,6.0,0.0,2.9682,w,2022-04-09 14:00:00,1.0,0.0,0.0,3.0,3.832104,
h,0.593801,1.87331,1.11214,"{'att': 161, 'def': 19}","{'att': 346, 'def': 21}",11.0,6.0,2.0,4.0,0.4258,l,2022-04-20 18:45:00,0.0,0.0,1.0,0.0,-0.5183389999999999,
h,2.34959,0.388975,0.388975,"{'att': 164, 'def': 17}","{'att': 351, 'def': 13}",13.0,4.0,1.0,0.0,2.6984,w,2022-04-24 13:00:00,1.0,0.0,0.0,3.0,1.199445,
a,2.46868,0.618456,0.618456,"{'att': 177, 'def': 24}","{'att': 292, 'def': 13}",12.0,8.0,1.0,1.0,2.6067,d,2022-04-28 18:45:00,0.0,1.0,0.0,1.0,1.850224,
a,1.21141,1.11712,1.11712,"{'att': 71, 'def': 16}","{'att': 377, 'def': 22}",11.0,5.0,0.0,1.0,1.4328000000000003,l,2022-05-01 13:00:00,0.0,0.0,1.0,0.0,0.0942900000000002,
h,1.82098,1.6842,1.6842,"{'att': 212, 'def': 22}","{'att': 293, 'def': 16}",10.0,3.0,2.0,2.0,1.4872,d,2022-05-07 14:00:00,0.0,1.0,0.0,1.0,-0.62439,
a,1.46853,0.499789,0.499789,"{'att': 256, 'def': 26}","{'att': 491, 'def': 23}",9.0,0.0,3.0,0.0,2.1207,w,2022-05-11 18:30:00,1.0,0.0,0.0,3.0,0.968741,
h,1.61996,0.0417972,0.0417972,"{'att': 222, 'def': 25}","{'att': 434, 'def': 12}",11.0,0.0,1.0,1.0,2.6634,d,2022-05-19 19:00:00,0.0,1.0,0.0,1.0,1.5781628,
h,2.59231,0.575755,0.575755,"{'att': 153, 'def': 24}","{'att': 421, 'def': 14}",14.0,3.0,2.0,1.0,2.6772,w,2022-05-22 15:00:00,1.0,0.0,0.0,3.0,2.016555,
,69.297032,,,,,,,,,,,,,,,,,0.0
,69.297032,,,,,,,,,,,,,,,,,90.0
