h_a,xG,xGA,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,time
a,0.171763,2.72187,2.72187,"{'att': 406, 'def': 17}","{'att': 154, 'def': 21}",5.0,9.0,1.0,2.0,0.0579,l,2021-11-28 14:00:00,0.0,0.0,1.0,0.0,-2.550107,
h,1.14679,1.2607,1.2607,"{'att': 321, 'def': 24}","{'att': 99, 'def': 28}",5.0,10.0,1.0,1.0,1.2522000000000002,d,2021-12-01 19:30:00,0.0,1.0,0.0,1.0,-0.1139099999999999,
h,2.0174,1.37049,1.37049,"{'att': 252, 'def': 20}","{'att': 189, 'def': 20}",4.0,13.0,3.0,2.0,1.8787000000000005,w,2021-12-04 12:30:00,1.0,0.0,0.0,3.0,-0.11426,
a,0.998813,0.54801,0.54801,"{'att': 122, 'def': 17}","{'att': 194, 'def': 17}",8.0,3.0,0.0,0.0,1.7400000000000002,d,2021-12-12 14:00:00,0.0,1.0,0.0,1.0,0.4508029999999999,
a,0.338855,2.81482,2.05365,"{'att': 242, 'def': 18}","{'att': 200, 'def': 22}",0.0,13.0,0.0,2.0,0.0943,l,2021-12-15 20:00:00,0.0,0.0,1.0,0.0,-1.714795,
h,1.53745,1.35643,0.595257,"{'att': 172, 'def': 18}","{'att': 206, 'def': 22}",10.0,2.0,2.0,3.0,1.5153,l,2021-12-26 15:00:00,0.0,0.0,1.0,0.0,0.942193,
a,2.84084,1.0143,1.0143,"{'att': 137, 'def': 29}","{'att': 208, 'def': 23}",6.0,3.0,4.0,1.0,2.5771,w,2021-12-28 15:00:00,1.0,0.0,0.0,3.0,1.0653700000000002,
a,2.23146,2.69204,2.69204,"{'att': 334, 'def': 34}","{'att': 153, 'def': 15}",4.0,11.0,3.0,2.0,1.0835,w,2022-01-01 17:30:00,1.0,0.0,0.0,3.0,-1.22175,
h,2.89217,0.343347,0.343347,"{'att': 191, 'def': 20}","{'att': 285, 'def': 10}",12.0,4.0,2.0,0.0,2.8644,w,2022-01-12 21:45:00,1.0,0.0,0.0,3.0,2.548823,
h,2.3549,2.26884,2.26884,"{'att': 234, 'def': 25}","{'att': 169, 'def': 20}",9.0,6.0,2.0,3.0,1.4292999999999998,l,2022-01-16 14:00:00,0.0,0.0,1.0,0.0,0.0860600000000002,
a,0.238027,1.75857,1.75857,"{'att': 296, 'def': 25}","{'att': 229, 'def': 19}",3.0,12.0,0.0,1.0,0.152,l,2022-01-22 15:00:00,0.0,0.0,1.0,0.0,-1.520543,
h,0.905143,0.335474,0.335474,"{'att': 147, 'def': 19}","{'att': 342, 'def': 15}",9.0,5.0,1.0,0.0,1.9581,w,2022-02-08 19:45:00,1.0,0.0,0.0,3.0,0.569669,
a,0.745068,1.40693,0.645761,"{'att': 333, 'def': 21}","{'att': 249, 'def': 22}",7.0,3.0,2.0,2.0,0.7605,d,2022-02-13 16:30:00,0.0,1.0,0.0,1.0,0.0993069999999999,
h,0.847948,0.932574,0.932574,"{'att': 234, 'def': 10}","{'att': 193, 'def': 16}",7.0,9.0,1.0,1.0,1.2407,d,2022-02-19 12:30:00,0.0,1.0,0.0,1.0,-0.0846259999999999,
h,1.62241,0.892018,0.892018,"{'att': 343, 'def': 26}","{'att': 217, 'def': 7}",14.0,7.0,1.0,0.0,1.9858,w,2022-02-27 14:00:00,1.0,0.0,0.0,3.0,0.7303919999999999,
a,1.33829,2.18865,2.18865,"{'att': 340, 'def': 10}","{'att': 190, 'def': 18}",3.0,13.0,0.0,1.0,0.8008,l,2022-03-05 17:30:00,0.0,0.0,1.0,0.0,-0.85036,
h,1.58468,1.05391,1.05391,"{'att': 260, 'def': 16}","{'att': 249, 'def': 17}",9.0,7.0,2.0,1.0,1.8246,w,2022-03-13 14:00:00,1.0,0.0,0.0,3.0,0.5307700000000002,
a,0.644964,2.54795,2.54795,"{'att': 371, 'def': 15}","{'att': 335, 'def': 17}",3.0,5.0,1.0,3.0,0.2557,l,2022-03-20 16:30:00,0.0,0.0,1.0,0.0,-1.9029860000000005,
h,1.49657,0.657846,0.657846,"{'att': 207, 'def': 7}","{'att': 323, 'def': 13}",6.0,9.0,2.0,1.0,2.1228,w,2022-04-03 13:00:00,1.0,0.0,0.0,3.0,0.8387239999999999,
a,0.244824,1.85534,1.85534,"{'att': 287, 'def': 14}","{'att': 357, 'def': 11}",3.0,14.0,0.0,2.0,0.2153,l,2022-04-10 13:00:00,0.0,0.0,1.0,0.0,-1.610516,
h,2.79175,1.88137,1.1202,"{'att': 133, 'def': 9}","{'att': 275, 'def': 17}",12.0,4.0,1.0,1.0,2.0667000000000004,d,2022-04-17 13:15:00,0.0,1.0,0.0,1.0,1.67155,
a,0.388975,2.34959,1.58842,"{'att': 351, 'def': 13}","{'att': 164, 'def': 17}",4.0,13.0,0.0,1.0,0.191,l,2022-04-24 13:00:00,0.0,0.0,1.0,0.0,-1.199445,
h,0.451976,0.964564,0.964564,"{'att': 280, 'def': 16}","{'att': 316, 'def': 19}",3.0,4.0,1.0,2.0,0.8552,l,2022-05-01 15:30:00,0.0,0.0,1.0,0.0,-0.512588,
a,3.25894,0.77895,0.77895,"{'att': 233, 'def': 14}","{'att': 429, 'def': 19}",10.0,5.0,4.0,0.0,2.8718999999999997,w,2022-05-08 13:00:00,1.0,0.0,0.0,3.0,1.71882,
h,1.0088,2.14723,1.38606,"{'att': 257, 'def': 7}","{'att': 88, 'def': 13}",3.0,19.0,2.0,2.0,0.5686,d,2022-05-15 13:00:00,0.0,1.0,0.0,1.0,-0.3772600000000001,
a,0.268845,1.67774,1.67774,"{'att': 233, 'def': 14}","{'att': 242, 'def': 14}",4.0,21.0,1.0,3.0,0.3235,l,2022-05-22 15:00:00,0.0,0.0,1.0,0.0,-1.408895,
,54.983599000000005,,,,,,,,,,,,,,,,,
,54.983599000000005,,,,,,,,,,,,,,,,,0.0
