h_a,xG,xGA,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,time
h,2.72851,0.19991,0.19991,"{'att': 153, 'def': 26}","{'att': 267, 'def': 27}",9.0,8.0,2.0,0.0,2.8855000000000004,w,2022-02-19 15:00:00,1.0,0.0,0.0,3.0,2.5286,
h,3.08863,0.424877,0.424877,"{'att': 197, 'def': 21}","{'att': 220, 'def': 14}",9.0,4.0,2.0,0.0,2.8648,w,2022-02-25 20:00:00,1.0,0.0,0.0,3.0,2.6637530000000003,
a,1.32947,2.85379,2.85379,"{'att': 181, 'def': 22}","{'att': 304, 'def': 18}",4.0,12.0,0.0,4.0,0.4892999999999999,l,2022-03-05 15:00:00,0.0,0.0,1.0,0.0,-1.52432,
h,1.79835,0.812233,0.812233,"{'att': 146, 'def': 18}","{'att': 322, 'def': 22}",8.0,5.0,1.0,2.0,2.1947,l,2022-03-10 19:30:00,0.0,0.0,1.0,0.0,0.986117,
h,1.25696,1.29385,1.29385,"{'att': 118, 'def': 18}","{'att': 235, 'def': 17}",5.0,5.0,1.0,2.0,1.3351,l,2022-03-13 14:00:00,0.0,0.0,1.0,0.0,-0.0368899999999998,
a,2.06387,1.50715,1.50715,"{'att': 258, 'def': 13}","{'att': 136, 'def': 21}",11.0,18.0,1.0,1.0,1.8314,d,2022-04-02 14:00:00,0.0,1.0,0.0,1.0,0.5567200000000001,
h,0.564726,4.39683,4.39683,"{'att': 416, 'def': 17}","{'att': 149, 'def': 24}",2.0,14.0,0.0,6.0,0.018,l,2022-04-09 14:00:00,0.0,0.0,1.0,0.0,-3.832104,
h,1.04007,1.35002,1.35002,"{'att': 302, 'def': 12}","{'att': 84, 'def': 11}",4.0,12.0,1.0,0.0,1.1366,w,2022-04-16 14:00:00,1.0,0.0,0.0,3.0,-0.3099499999999999,
a,1.31837,2.14743,2.14743,"{'att': 168, 'def': 17}","{'att': 234, 'def': 15}",4.0,4.0,0.0,2.0,0.7872,l,2022-04-21 18:45:00,0.0,0.0,1.0,0.0,-0.8290599999999999,
a,0.926764,1.87343,1.87343,"{'att': 130, 'def': 16}","{'att': 150, 'def': 22}",7.0,5.0,2.0,2.0,0.525,d,2022-04-24 13:00:00,0.0,1.0,0.0,1.0,-0.946666,
h,0.650256,0.756217,0.756217,"{'att': 320, 'def': 30}","{'att': 149, 'def': 14}",5.0,5.0,1.0,2.0,1.2252999999999998,l,2022-04-30 14:00:00,0.0,0.0,1.0,0.0,-0.105961,
a,0.988574,3.68223,3.68223,"{'att': 149, 'def': 16}","{'att': 203, 'def': 24}",5.0,11.0,0.0,3.0,0.1444,l,2022-05-07 14:00:00,0.0,0.0,1.0,0.0,-2.6936560000000003,
h,0.121506,1.19178,1.19178,"{'att': 380, 'def': 20}","{'att': 155, 'def': 20}",3.0,12.0,1.0,2.0,0.3955999999999999,l,2022-05-17 18:45:00,0.0,0.0,1.0,0.0,-1.070274,
a,1.05141,3.42058,3.42058,"{'att': 252, 'def': 20}","{'att': 199, 'def': 16}",5.0,7.0,1.0,4.0,0.1395,l,2022-05-22 15:00:00,0.0,0.0,1.0,0.0,-3.130338,
,47.34804199999999,,,,,,,,,,,,,,,,,0.0
,47.34804199999999,,,,,,,,,,,,,,,,,11.0
