h_a,xG,xGA,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,time
h,1.29252,1.87375,1.87375,"{'att': 395, 'def': 18}","{'att': 125, 'def': 14}",2.0,18.0,2.0,3.0,0.9174,l,2022-11-05 15:00:00,0.0,0.0,1.0,0.0,-1.3424,
h,0.512339,2.27996,2.27996,"{'att': 308, 'def': 17}","{'att': 184, 'def': 14}",4.0,4.0,0.0,2.0,0.2254,l,2022-11-12 19:45:00,0.0,0.0,1.0,0.0,-1.767621,
a,1.22076,1.22653,1.22653,"{'att': 329, 'def': 35}","{'att': 189, 'def': 22}",6.0,4.0,2.0,1.0,1.3537,w,2022-12-26 15:00:00,1.0,0.0,0.0,3.0,-0.0057699999999998,
h,0.587672,2.44728,2.44728,"{'att': 246, 'def': 22}","{'att': 227, 'def': 26}",2.0,13.0,0.0,1.0,0.2722,l,2022-12-31 12:30:00,0.0,0.0,1.0,0.0,-1.859608,
a,0.832522,1.03226,1.03226,"{'att': 274, 'def': 20}","{'att': 243, 'def': 13}",2.0,4.0,1.0,1.0,1.1548999999999998,d,2023-01-04 20:00:00,0.0,1.0,0.0,1.0,-0.1997379999999999,
h,0.806232,0.735105,0.735105,"{'att': 199, 'def': 13}","{'att': 311, 'def': 21}",5.0,7.0,1.0,0.0,1.4042,w,2023-01-14 15:00:00,1.0,0.0,0.0,3.0,0.0711269999999999,
a,0.469277,3.32757,2.5664,"{'att': 323, 'def': 17}","{'att': 301, 'def': 15}",4.0,9.0,0.0,3.0,0.0675,l,2023-01-22 14:00:00,0.0,0.0,1.0,0.0,-2.097123,
h,2.63328,1.30193,1.30193,"{'att': 306, 'def': 11}","{'att': 234, 'def': 20}",5.0,14.0,3.0,0.0,2.291,w,2023-02-04 15:00:00,1.0,0.0,0.0,3.0,1.33135,
a,0.615651,1.30203,1.30203,"{'att': 113, 'def': 19}","{'att': 288, 'def': 34}",2.0,7.0,2.0,1.0,0.7284,w,2023-02-11 15:00:00,1.0,0.0,0.0,3.0,-0.6863790000000001,
h,0.911415,1.15274,1.15274,"{'att': 132, 'def': 20}","{'att': 361, 'def': 17}",11.0,4.0,0.0,1.0,0.9955,l,2023-02-18 15:00:00,0.0,0.0,1.0,0.0,-0.2413250000000001,
a,0.997097,0.913133,0.913133,"{'att': 251, 'def': 29}","{'att': 256, 'def': 27}",6.0,6.0,1.0,1.0,1.4116000000000002,d,2023-02-24 20:00:00,0.0,1.0,0.0,1.0,0.083964,
a,0.78681,2.70191,2.70191,"{'att': 330, 'def': 39}","{'att': 267, 'def': 35}",4.0,11.0,0.0,2.0,0.2418,l,2023-03-01 20:00:00,0.0,0.0,1.0,0.0,-1.9151,
h,0.562477,1.25588,1.25588,"{'att': 271, 'def': 14}","{'att': 242, 'def': 23}",3.0,7.0,1.0,0.0,0.7682,w,2023-03-04 15:00:00,1.0,0.0,0.0,3.0,-0.6934030000000001,
a,0.709895,2.45527,2.45527,"{'att': 144, 'def': 11}","{'att': 245, 'def': 23}",3.0,12.0,1.0,2.0,0.3304,l,2023-03-12 16:30:00,0.0,0.0,1.0,0.0,-1.745375,
h,2.76358,1.6549,1.6549,"{'att': 134, 'def': 30}","{'att': 333, 'def': 18}",11.0,3.0,2.0,4.0,2.092,l,2023-03-18 15:00:00,0.0,0.0,1.0,0.0,1.10868,
a,0.383739,1.11441,1.11441,"{'att': 110, 'def': 20}","{'att': 424, 'def': 26}",5.0,5.0,1.0,1.0,0.6775,d,2023-04-01 14:00:00,0.0,1.0,0.0,1.0,-0.7306709999999998,
h,0.601153,0.815308,0.815308,"{'att': 281, 'def': 28}","{'att': 173, 'def': 17}",3.0,14.0,1.0,0.0,1.1256,w,2023-04-08 14:00:00,1.0,0.0,0.0,3.0,-0.2141549999999999,
h,0.93912,1.5133,1.5133,"{'att': 266, 'def': 19}","{'att': 272, 'def': 21}",3.0,4.0,2.0,0.0,0.8375999999999999,w,2023-04-15 14:00:00,1.0,0.0,0.0,3.0,-0.5741800000000001,
a,0.59626,2.66929,1.90812,"{'att': 188, 'def': 29}","{'att': 269, 'def': 19}",5.0,5.0,1.0,2.0,0.1747,l,2023-04-22 14:00:00,0.0,0.0,1.0,0.0,-1.31186,
h,1.12829,0.580294,0.580294,"{'att': 228, 'def': 24}","{'att': 175, 'def': 20}",3.0,5.0,2.0,0.0,1.9463,w,2023-04-25 18:30:00,1.0,0.0,0.0,3.0,-0.2131759999999999,
a,0.603985,3.60471,3.60471,"{'att': 321, 'def': 21}","{'att': 214, 'def': 30}",3.0,12.0,0.0,6.0,0.0935,l,2023-04-29 14:00:00,0.0,0.0,1.0,0.0,-3.000725,
h,0.80605,1.50158,1.50158,"{'att': 234, 'def': 28}","{'att': 150, 'def': 21}",2.0,7.0,1.0,0.0,0.8073,w,2023-05-06 14:00:00,1.0,0.0,0.0,3.0,-0.6955299999999999,
a,0.268789,3.10118,3.10118,"{'att': 189, 'def': 14}","{'att': 266, 'def': 31}",4.0,13.0,0.0,2.0,0.0686,l,2023-05-13 14:00:00,0.0,0.0,1.0,0.0,-2.832391,
h,1.28976,2.46976,2.46976,"{'att': 172, 'def': 21}","{'att': 289, 'def': 32}",6.0,9.0,1.0,1.0,0.5913,d,2023-05-20 14:00:00,0.0,1.0,0.0,1.0,-1.18,
a,0.38772,3.02466,3.02466,"{'att': 223, 'def': 14}","{'att': 303, 'def': 24}",3.0,12.0,0.0,5.0,0.0827,l,2023-05-28 15:30:00,0.0,0.0,1.0,0.0,-2.63694,
,35.126815,,,,,,,,,,,,,,,,,
,35.126815,,,,,,,,,,,,,,,,,0.0
